OBJECT_ID,CONTRACT_ID,S_INFO_SCCODE,VOLATILITY_TYPE,TERM,W_ANAL_UNDERLYINGIMPLIEDVOL,APPLY_MODEL,SOURCE1,TRADE_DT,OPDATE,OPMODE
{1356CADA-8E8C-4C11-95F1-89ED99E80E48},QvhjcYKzxY,510050OP.SH,715307000,1M,12.6400,Heston,Wind,20250715,2025-07-15,0
{1395D143-285A-46DE-815A-10797DA4E8D3},QvhjcYKzxY,510050OP.SH,715308000,1M,12.7000,Heston,Wind,20250715,2025-07-15,0
{1A20EC8A-1E70-461C-BE6C-C9D8DD55F820},QvhjcYKzxY,510050OP.SH,715009000,1Y,16.7400,Spline,Wind,20250715,2025-07-15,0
{1ADD31D4-BF6F-4C0D-BA80-19FD77E5AF41},QvhjcYKzxY,510050OP.SH,715304000,1Y,16.7400,Spline,Wind,20250715,2025-07-15,0
{1B1A82B3-5427-424D-85DD-0D59188E3FA5},QvhjcYKzxY,510050OP.SH,715003000,2M,16.7200,Heston,Wind,20250715,2025-07-15,0
{1B644C20-DCA2-4741-8BCA-F4A4B79D8175},QvhjcYKzxY,510050OP.SH,715304000,3M,19.1800,Heston,Wind,20250715,2025-07-15,0
{1B83B073-5203-4E93-A076-C3E2E5A35C20},QvhjcYKzxY,510050OP.SH,715006000,2M,13.8500,Linear,Wind,20250715,2025-07-15,0
{1C5847CA-D219-4265-AC14-768C851EBFC9},QvhjcYKzxY,510050OP.SH,715305000,2M,15.5700,Spline,Wind,20250715,2025-07-15,0
{1C6A9446-72F3-4BCF-98FE-B8144B7B2370},QvhjcYKzxY,510050OP.SH,715306000,3M,15.8300,Spline,Wind,20250715,2025-07-15,0
{1CAD97D3-7B09-4190-AD6D-172F12DC97B9},QvhjcYKzxY,510050OP.SH,715003000,3M,17.2300,Linear,Wind,20250715,2025-07-15,0
{1CC833FB-CB1B-4B2D-A807-8117BA439904},QvhjcYKzxY,510050OP.SH,715305000,2M,15.5400,Linear,Wind,20250715,2025-07-15,0
{1E363F40-3892-4131-87CF-334C81839ECF},QvhjcYKzxY,510050OP.SH,715007000,1M,14.5700,Heston,Wind,20250715,2025-07-15,0
{1E643F09-EF13-46E9-B681-80FFD7727E58},QvhjcYKzxY,510050OP.SH,715007000,1Y,15.9600,Linear,Wind,20250715,2025-07-15,0
{1E7789DE-854D-4060-9DC8-EF0BF53F16CD},QvhjcYKzxY,510050OP.SH,715011000,1M,38.0000,Heston,Wind,20250715,2025-07-15,0
{1EA44F2D-65E5-4F53-8E4A-CE1B4CA2581F},QvhjcYKzxY,510050OP.SH,715302000,6M,16.7500,Heston,Wind,20250715,2025-07-15,0
{205138F6-2E22-4465-B304-EA091B4895B2},QvhjcYKzxY,510050OP.SH,715303000,3M,15.2000,Heston,Wind,20250715,2025-07-15,0
{2051EA56-FAC7-4DAB-85BD-AA7050A145FF},QvhjcYKzxY,510050OP.SH,715302000,2M,15.4100,Heston,Wind,20250715,2025-07-15,0
{209313C5-DAEF-4FBF-A69B-85E9E9C782C1},QvhjcYKzxY,510050OP.SH,715002000,1M,33.4800,Heston,Wind,20250715,2025-07-15,0
{23F21127-3730-4318-9AEC-650B4BA0FBF3},QvhjcYKzxY,510050OP.SH,715309000,9M,16.2800,Heston,Wind,20250715,2025-07-15,0
{247D17A7-1B58-4ED8-988F-0D12999A113B},QvhjcYKzxY,510050OP.SH,715002000,6M,18.0800,Heston,Wind,20250715,2025-07-15,0
{24C6D268-AEA4-47D6-9C94-95D44E3FF087},QvhjcYKzxY,510050OP.SH,715011000,1Y,16.7400,Linear,Wind,20250715,2025-07-15,0
{250D251D-94F2-4455-A404-301DAFA7DFEE},QvhjcYKzxY,510050OP.SH,715308000,3M,14.7300,Heston,Wind,20250715,2025-07-15,0
{254B74F9-5D82-4863-B07E-67E4053DFB3C},QvhjcYKzxY,510050OP.SH,715309000,3M,15.4000,Spline,Wind,20250715,2025-07-15,0
{269E3B2D-1FF4-47F1-8295-97534D697BE5},QvhjcYKzxY,510050OP.SH,715302000,9M,16.7400,Spline,Wind,20250715,2025-07-15,0
{27CF4015-270D-4C57-A0CA-9DBCD7C4C210},QvhjcYKzxY,510050OP.SH,715303000,6M,15.9900,Linear,Wind,20250715,2025-07-15,0
{28E4C509-C639-4424-AF5D-7D22542B81BF},QvhjcYKzxY,510050OP.SH,715310000,1M,15.4200,Spline,Wind,20250715,2025-07-15,0
{29578447-99A0-4B0E-AD33-35833541855A},QvhjcYKzxY,510050OP.SH,715010000,1Y,16.7400,Linear,Wind,20250715,2025-07-15,0
{29E9A332-5C29-418C-BA44-DF3F79A2299A},QvhjcYKzxY,510050OP.SH,715305000,1M,14.3500,Heston,Wind,20250715,2025-07-15,0
{29F0A165-6115-4D57-94E2-103D5098C9D0},QvhjcYKzxY,510050OP.SH,715003000,6M,16.2800,Linear,Wind,20250715,2025-07-15,0
{2A726ED3-AD11-4460-82AF-77858CE532B0},QvhjcYKzxY,510050OP.SH,715008000,2M,15.6300,Heston,Wind,20250715,2025-07-15,0
{2B11A220-0D17-4C9C-8CDF-53849B6F5722},QvhjcYKzxY,510050OP.SH,715001000,2M,19.3800,Linear,Wind,20250715,2025-07-15,0
{2B964CBA-625F-4193-9F02-F294ED85AAF3},QvhjcYKzxY,510050OP.SH,715002000,1Y,18.0800,Heston,Wind,20250715,2025-07-15,0
{2BBA899A-A608-4B28-A27A-58B44B5DF7B9},QvhjcYKzxY,510050OP.SH,715305000,9M,16.7700,Heston,Wind,20250715,2025-07-15,0
{2C0CD434-D569-4926-B5C1-03F8471F2BDA},QvhjcYKzxY,510050OP.SH,715304000,9M,16.7400,Spline,Wind,20250715,2025-07-15,0
{2C53A694-F705-49B2-A7A3-DF3C9952D789},QvhjcYKzxY,510050OP.SH,715007000,2M,14.5800,Linear,Wind,20250715,2025-07-15,0
{2D1AFF5C-7EBE-4424-A81C-75C4004729EF},QvhjcYKzxY,510050OP.SH,715302000,2M,15.3700,Spline,Wind,20250715,2025-07-15,0
{2DAB272E-F8F9-45D8-8FEA-9CD853651AC4},QvhjcYKzxY,510050OP.SH,715307000,2M,13.9300,Linear,Wind,20250715,2025-07-15,0
{2E5036CC-620D-4C1E-AFE2-364A54BBBB44},QvhjcYKzxY,510050OP.SH,715307000,9M,15.9100,Linear,Wind,20250715,2025-07-15,0
{303DD0FA-2DB6-4A22-BD17-24A4C4450E47},QvhjcYKzxY,510050OP.SH,715307000,9M,15.8400,Heston,Wind,20250715,2025-07-15,0
{3073D191-4DF5-47DE-9C46-7663DBD83E67},QvhjcYKzxY,510050OP.SH,715003000,9M,16.2800,Linear,Wind,20250715,2025-07-15,0
{3171A0DB-C2A6-481A-B51C-991396FE3421},QvhjcYKzxY,510050OP.SH,715011000,3M,24.2300,Heston,Wind,20250715,2025-07-15,0
{318C16C3-B762-4B6A-9B7D-9D6899CDDAB7},QvhjcYKzxY,510050OP.SH,715304000,2M,17.1400,Linear,Wind,20250715,2025-07-15,0
{31C08862-47BF-437D-AEBC-5F0094629E71},QvhjcYKzxY,510050OP.SH,715303000,9M,15.9900,Spline,Wind,20250715,2025-07-15,0
{3482FEAB-B833-4C40-8ADB-33EDE5DC1D59},QvhjcYKzxY,510050OP.SH,715001000,2M,19.3800,Spline,Wind,20250715,2025-07-15,0
{34900FDE-B8BD-49D0-89F6-0499819EFC4C},QvhjcYKzxY,510050OP.SH,715309000,9M,16.2800,Linear,Wind,20250715,2025-07-15,0
{372FD76D-0E97-45E8-AF69-CDBB85578BCB},QvhjcYKzxY,510050OP.SH,715309000,1M,13.4000,Heston,Wind,20250715,2025-07-15,0
{37378A65-3056-4699-893D-5C4024D67A90},QvhjcYKzxY,510050OP.SH,715307000,9M,15.9100,Spline,Wind,20250715,2025-07-15,0
{37FA07BB-ABB7-4081-983B-706BD6660A74},QvhjcYKzxY,510050OP.SH,715004000,1Y,15.9200,Linear,Wind,20250715,2025-07-15,0
{39EB6D63-FC59-4175-A5AF-9ED9A6714BAB},QvhjcYKzxY,510050OP.SH,715304000,1Y,16.7400,Linear,Wind,20250715,2025-07-15,0
{3A026390-B972-470D-A4B4-6EAE39A1BF17},QvhjcYKzxY,510050OP.SH,715006000,9M,15.8800,Heston,Wind,20250715,2025-07-15,0
{3AE093EA-E5EC-4D11-A25F-2794C2067ECA},QvhjcYKzxY,510050OP.SH,715306000,1Y,16.3200,Linear,Wind,20250715,2025-07-15,0
{3B815C76-AD38-4DCE-8F29-1A6227AE0B11},QvhjcYKzxY,510050OP.SH,715008000,9M,16.3300,Spline,Wind,20250715,2025-07-15,0
{3BBFF51D-3234-4454-9CE5-5B0761035BEC},QvhjcYKzxY,510050OP.SH,715004000,6M,15.9200,Linear,Wind,20250715,2025-07-15,0
{3D1198CF-05F5-4A01-92A2-A1142CC68195},QvhjcYKzxY,510050OP.SH,715008000,6M,16.3300,Spline,Wind,20250715,2025-07-15,0
{3D28EB17-E0B7-41CF-BC36-ACB647B90EDE},QvhjcYKzxY,510050OP.SH,715007000,1Y,16.0400,Heston,Wind,20250715,2025-07-15,0
{3E2737C1-05CA-4997-B38F-FA14BF31CFD3},QvhjcYKzxY,510050OP.SH,715007000,3M,15.2700,Heston,Wind,20250715,2025-07-15,0
{3F11F2E6-062A-47AB-9503-1F4C59FE3FFD},QvhjcYKzxY,510050OP.SH,715005000,1Y,15.9700,Linear,Wind,20250715,2025-07-15,0
{413A60A3-BD24-4862-9364-A7028E7F4034},QvhjcYKzxY,510050OP.SH,715005000,6M,15.9800,Spline,Wind,20250715,2025-07-15,0
{4175B422-21A3-4F5F-96DF-70B74D4263E6},QvhjcYKzxY,510050OP.SH,715307000,6M,15.8400,Heston,Wind,20250715,2025-07-15,0
{41A5584C-9752-441A-9082-FFC92C01236B},QvhjcYKzxY,510050OP.SH,715307000,3M,14.8300,Spline,Wind,20250715,2025-07-15,0
{41D5826F-7CE6-4E36-95A2-9E207EF0B47B},QvhjcYKzxY,510050OP.SH,715006000,1Y,15.8300,Spline,Wind,20250715,2025-07-15,0
{429540C2-9087-4BDC-AD46-3F1F331D1B8E},QvhjcYKzxY,510050OP.SH,715303000,9M,15.9800,Heston,Wind,20250715,2025-07-15,0
{44FEB7A5-0CF2-4832-9172-59E0CC079BFB},QvhjcYKzxY,510050OP.SH,715009000,1Y,16.7400,Linear,Wind,20250715,2025-07-15,0
{48943760-F129-4110-AC4A-3F16E7AC899B},QvhjcYKzxY,510050OP.SH,715008000,3M,16.0900,Linear,Wind,20250715,2025-07-15,0
{4968F3C9-84EF-4EC8-8FCC-DDD4CA180BEB},QvhjcYKzxY,510050OP.SH,715307000,6M,15.9100,Spline,Wind,20250715,2025-07-15,0
{49997DD3-992F-40E3-813D-F3A04BD61F7C},QvhjcYKzxY,510050OP.SH,715007000,6M,15.9500,Spline,Wind,20250715,2025-07-15,0
{49FD8A9E-C023-435C-ADB4-CD7E4134810F},QvhjcYKzxY,510050OP.SH,715304000,1Y,18.1500,Heston,Wind,20250715,2025-07-15,0
{4B83E448-1A7C-480E-B209-2F41E5965BDE},QvhjcYKzxY,510050OP.SH,715309000,6M,16.2800,Heston,Wind,20250715,2025-07-15,0
{4BADC2DE-F8AF-4647-B065-FAAC35F62D78},QvhjcYKzxY,510050OP.SH,715307000,1Y,15.9100,Linear,Wind,20250715,2025-07-15,0
{4BE5D213-103F-4303-9A84-8752AB308BC8},QvhjcYKzxY,510050OP.SH,715002000,1M,22.5700,Linear,Wind,20250715,2025-07-15,0
{4DE5E4AF-5973-427F-8A66-83F7F622E1C0},QvhjcYKzxY,510050OP.SH,715001000,3M,21.9400,Spline,Wind,20250715,2025-07-15,0
{4E17F80C-E826-4F0A-9754-009521916D5A},QvhjcYKzxY,510050OP.SH,715002000,9M,16.9000,Spline,Wind,20250715,2025-07-15,0
{4EDD2194-4931-416A-AFD5-6BE7EDA49354},QvhjcYKzxY,510050OP.SH,715310000,1M,15.4100,Linear,Wind,20250715,2025-07-15,0
{4EE79CBA-BE07-4CED-B335-3CDEB455FC42},QvhjcYKzxY,510050OP.SH,715004000,6M,15.9000,Spline,Wind,20250715,2025-07-15,0
{4EE8B1A2-F6E9-4589-878F-14ECF7C57DDC},QvhjcYKzxY,510050OP.SH,715001000,1Y,24.5000,Heston,Wind,20250715,2025-07-15,0
{4FA8CBFF-8B02-48EA-8CCC-2DA3C67CD341},QvhjcYKzxY,510050OP.SH,715002000,6M,16.9000,Spline,Wind,20250715,2025-07-15,0
{4FB752C1-0477-4E65-A106-C1271DBE7682},QvhjcYKzxY,510050OP.SH,715307000,3M,14.8200,Linear,Wind,20250715,2025-07-15,0
{4FF15409-795C-4C62-8036-299D91C1FE19},QvhjcYKzxY,510050OP.SH,715004000,9M,15.9200,Linear,Wind,20250715,2025-07-15,0
{5186D1DF-E52D-42AC-AA79-B64225FD849F},QvhjcYKzxY,510050OP.SH,715009000,2M,17.2300,Linear,Wind,20250715,2025-07-15,0
{521453CC-897E-407A-817F-B8D28F58C1EE},QvhjcYKzxY,510050OP.SH,715005000,9M,15.9700,Linear,Wind,20250715,2025-07-15,0
{52E36ED9-D3FB-405E-A08F-A3383257BF04},QvhjcYKzxY,510050OP.SH,715306000,1M,13.4500,Linear,Wind,20250715,2025-07-15,0
{5372969A-A9FA-45FC-9FA1-47F1880D63AB},QvhjcYKzxY,510050OP.SH,715002000,1Y,16.9000,Linear,Wind,20250715,2025-07-15,0
{538E11E5-11F0-48AD-A11A-C8E0FC0FC520},QvhjcYKzxY,510050OP.SH,715302000,1Y,16.7500,Heston,Wind,20250715,2025-07-15,0
{540BB47F-E76A-48B7-A1A6-D740CB5F43DE},QvhjcYKzxY,510050OP.SH,715305000,1Y,16.9000,Spline,Wind,20250715,2025-07-15,0
{5444893A-2540-4E0F-BDA6-4B1377F98C5C},QvhjcYKzxY,510050OP.SH,715001000,6M,24.5000,Heston,Wind,20250715,2025-07-15,0
{54782AA4-D917-45CA-A93D-155E246A693D},QvhjcYKzxY,510050OP.SH,715307000,1Y,15.8400,Heston,Wind,20250715,2025-07-15,0
{548BA2CD-841A-4982-A0CC-56A3F05F706E},QvhjcYKzxY,510050OP.SH,715011000,9M,16.7400,Spline,Wind,20250715,2025-07-15,0
{550C4375-F863-4476-8D03-80D9EC0E4CD8},QvhjcYKzxY,510050OP.SH,715008000,2M,15.5700,Spline,Wind,20250715,2025-07-15,0
{551B1F40-0E57-4A1E-BAA7-FEA9CD2FF647},QvhjcYKzxY,510050OP.SH,715306000,2M,14.7400,Linear,Wind,20250715,2025-07-15,0
{553C8697-61A3-4CAE-ABB9-F568E89D8951},QvhjcYKzxY,510050OP.SH,715001000,9M,16.9000,Linear,Wind,20250715,2025-07-15,0
{55603898-A114-4783-B820-5ED15AA77BB7},QvhjcYKzxY,510050OP.SH,715005000,1Y,15.8300,Heston,Wind,20250715,2025-07-15,0
{55ED9705-5675-40B5-9E95-7E2A4ED06A36},QvhjcYKzxY,510050OP.SH,715002000,3M,21.2100,Heston,Wind,20250715,2025-07-15,0
{5690A0BA-89DD-4B8A-BC3D-4F54EAD63D80},QvhjcYKzxY,510050OP.SH,715006000,3M,14.7300,Spline,Wind,20250715,2025-07-15,0
{58266528-EB07-4BF9-9E67-86C06DD720BB},QvhjcYKzxY,510050OP.SH,715310000,1Y,16.7400,Linear,Wind,20250715,2025-07-15,0
{5830F4C8-86D3-4E9B-B18D-62B2AC44E6C0},QvhjcYKzxY,510050OP.SH,715307000,1Y,15.9100,Spline,Wind,20250715,2025-07-15,0
{594DAABD-B85A-4837-83A6-3B0D33102A5E},QvhjcYKzxY,510050OP.SH,715006000,1Y,15.8500,Linear,Wind,20250715,2025-07-15,0
{5989323C-853A-4FCA-BD7F-F7D43CC43639},QvhjcYKzxY,510050OP.SH,715307000,3M,14.7400,Heston,Wind,20250715,2025-07-15,0
{599AB8DE-500B-4D64-BA82-6FAD2FCC93BE},QvhjcYKzxY,510050OP.SH,715002000,3M,21.9400,Linear,Wind,20250715,2025-07-15,0
{59EB52E5-B5FD-4B68-A6C3-F903ED0F5E32},QvhjcYKzxY,510050OP.SH,715303000,1Y,15.9900,Spline,Wind,20250715,2025-07-15,0
{5ADC85DC-674E-4A02-AE13-D9DCB1857945},QvhjcYKzxY,510050OP.SH,715305000,1M,14.2800,Linear,Wind,20250715,2025-07-15,0
{5F3C403F-1B07-49C5-838D-2FDC195A6993},QvhjcYKzxY,510050OP.SH,715004000,9M,15.8900,Heston,Wind,20250715,2025-07-15,0
{60B46D5A-C54A-4698-BE62-BA403CE6BFDE},QvhjcYKzxY,510050OP.SH,715009000,1M,20.9700,Linear,Wind,20250715,2025-07-15,0
{61F662B5-E801-47A1-AB43-AB772072F30E},QvhjcYKzxY,510050OP.SH,715309000,3M,15.4500,Heston,Wind,20250715,2025-07-15,0
{6215E794-2CCD-441F-9A19-98C1FED21B1D},QvhjcYKzxY,510050OP.SH,715007000,1M,14.4900,Linear,Wind,20250715,2025-07-15,0
{622EA62D-0E1B-45D0-AE21-898C5AC60BF7},QvhjcYKzxY,510050OP.SH,715310000,3M,17.9600,Heston,Wind,20250715,2025-07-15,0
{627C930C-AAF8-46B2-A0C1-2F6D1E64B308},QvhjcYKzxY,510050OP.SH,715010000,9M,16.7400,Linear,Wind,20250715,2025-07-15,0
{6301FF5D-4825-4D36-984A-AEAC9BA1533C},QvhjcYKzxY,510050OP.SH,715306000,6M,16.3100,Spline,Wind,20250715,2025-07-15,0
{63E5F14C-1C95-4196-9C63-685C78D273DF},QvhjcYKzxY,510050OP.SH,715304000,2M,17.1400,Spline,Wind,20250715,2025-07-15,0
{644625A7-E061-436B-ACF7-4F1218E4327B},QvhjcYKzxY,510050OP.SH,715306000,6M,16.3800,Heston,Wind,20250715,2025-07-15,0
{659B963A-A1E8-4BFA-B4A2-D0222B9C0876},QvhjcYKzxY,510050OP.SH,715009000,1Y,16.9600,Heston,Wind,20250715,2025-07-15,0
{666719D7-300F-4CE0-BAB2-843601C61EDF},QvhjcYKzxY,510050OP.SH,715308000,2M,13.8400,Heston,Wind,20250715,2025-07-15,0
{666CC83C-A834-46B3-A9AB-28F4EE77242C},QvhjcYKzxY,510050OP.SH,715011000,9M,19.9900,Heston,Wind,20250715,2025-07-15,0
{675C87C8-C86A-4364-9BC9-144651FA1661},QvhjcYKzxY,510050OP.SH,715303000,9M,15.9900,Linear,Wind,20250715,2025-07-15,0
{67F872BF-2752-4DBA-9F5C-B226B5C47A90},QvhjcYKzxY,510050OP.SH,715010000,3M,21.5300,Heston,Wind,20250715,2025-07-15,0
{684B1964-2A7A-4456-95AD-E5C204AABBBC},QvhjcYKzxY,510050OP.SH,715305000,9M,16.9000,Linear,Wind,20250715,2025-07-15,0
{6929583D-3133-4C99-BDBB-09354B1BF418},QvhjcYKzxY,510050OP.SH,715308000,3M,14.8200,Spline,Wind,20250715,2025-07-15,0
{69325F71-C33F-4D89-9398-63F17B698758},QvhjcYKzxY,510050OP.SH,715306000,9M,16.3800,Heston,Wind,20250715,2025-07-15,0
{69B29F60-CDE4-4367-863C-4BB113D9183A},QvhjcYKzxY,510050OP.SH,715310000,6M,16.7400,Linear,Wind,20250715,2025-07-15,0
{6AA11F0A-2D34-4FF3-95D1-3A9649BE81D9},QvhjcYKzxY,510050OP.SH,715306000,1Y,16.3800,Heston,Wind,20250715,2025-07-15,0
{6BEE171C-D950-4C01-A84A-0808C2458DE9},QvhjcYKzxY,510050OP.SH,715305000,2M,15.7600,Heston,Wind,20250715,2025-07-15,0
{6C7FBED1-3532-4898-92F2-2BD3BD97E302},QvhjcYKzxY,510050OP.SH,715005000,1M,13.5000,Linear,Wind,20250715,2025-07-15,0
{6CECF6F6-DEAC-4AA8-86BB-22A749D7EBB1},QvhjcYKzxY,510050OP.SH,715310000,2M,16.8000,Heston,Wind,20250715,2025-07-15,0
{6CF47AB5-C036-4604-992A-680AF98E493B},QvhjcYKzxY,510050OP.SH,715010000,1Y,18.5000,Heston,Wind,20250715,2025-07-15,0
{6D04618F-B1C8-4B32-95C3-1A0E2523775A},QvhjcYKzxY,510050OP.SH,715302000,3M,16.4100,Heston,Wind,20250715,2025-07-15,0
{6DF8D320-BB02-4759-B2F8-507966451906},QvhjcYKzxY,510050OP.SH,715001000,9M,24.5000,Heston,Wind,20250715,2025-07-15,0
{6E1BEE4D-107F-416B-B909-AF09D43D7540},QvhjcYKzxY,510050OP.SH,715008000,2M,15.5700,Linear,Wind,20250715,2025-07-15,0
{706BC25B-FDFE-43A6-9C39-D655E17E3847},QvhjcYKzxY,510050OP.SH,715011000,2M,17.2300,Linear,Wind,20250715,2025-07-15,0
{71BE8E60-E4A5-4E5A-ADC4-F353CA8A2E2C},QvhjcYKzxY,510050OP.SH,715307000,1M,12.8600,Spline,Wind,20250715,2025-07-15,0
{734DFC77-1CF0-4EFC-AD4C-4A1730342571},QvhjcYKzxY,510050OP.SH,715302000,3M,16.3300,Linear,Wind,20250715,2025-07-15,0
{7365889A-6BDD-43C1-B383-157C2B3987B8},QvhjcYKzxY,510050OP.SH,715001000,1M,22.5700,Spline,Wind,20250715,2025-07-15,0
{73AF8C24-C2A4-43BC-AC28-919C0A24ABD4},QvhjcYKzxY,510050OP.SH,715306000,3M,15.8400,Linear,Wind,20250715,2025-07-15,0
{740F49E5-C173-4B7F-8F7A-DE87C209D823},QvhjcYKzxY,510050OP.SH,715302000,1M,14.2400,Heston,Wind,20250715,2025-07-15,0
{753AF857-B219-4242-A6B9-2467152DF7C2},QvhjcYKzxY,510050OP.SH,715003000,1M,21.5900,Spline,Wind,20250715,2025-07-15,0
{7550E6A2-BA38-485D-B965-7F31CB5F9B01},QvhjcYKzxY,510050OP.SH,715305000,3M,16.8100,Linear,Wind,20250715,2025-07-15,0
{75E5BD18-B551-42DC-AC8B-65940AA469C9},QvhjcYKzxY,510050OP.SH,715304000,9M,18.1500,Heston,Wind,20250715,2025-07-15,0
{76A628EA-7143-45F9-8499-97B9D06A3A46},QvhjcYKzxY,510050OP.SH,715010000,9M,16.7400,Spline,Wind,20250715,2025-07-15,0
{76CAF2C6-B312-43C0-9ACC-1C539A1E06A3},QvhjcYKzxY,510050OP.SH,715009000,3M,17.5500,Linear,Wind,20250715,2025-07-15,0
{76E87F09-FACD-4BDE-833B-4AFE25BA8EF0},QvhjcYKzxY,510050OP.SH,715006000,6M,15.8800,Heston,Wind,20250715,2025-07-15,0
{770A8335-F99B-419E-835B-56E757B9E369},QvhjcYKzxY,510050OP.SH,715006000,6M,15.8300,Spline,Wind,20250715,2025-07-15,0
{7720EA46-A685-4303-976B-86328C51468E},QvhjcYKzxY,510050OP.SH,715005000,3M,14.8600,Linear,Wind,20250715,2025-07-15,0
{773BE8E2-8EC4-473B-9680-39F4E676CEFC},QvhjcYKzxY,510050OP.SH,715308000,9M,15.9300,Spline,Wind,20250715,2025-07-15,0
{7858DB1C-F20C-4764-9858-2AEC0BFCC86E},QvhjcYKzxY,510050OP.SH,715009000,9M,16.7400,Spline,Wind,20250715,2025-07-15,0
{791D1651-240C-446D-ABF3-C6AE42CBC2AE},QvhjcYKzxY,510050OP.SH,715003000,6M,16.3500,Heston,Wind,20250715,2025-07-15,0
{79F7692B-50A4-4771-AF22-59FD0168E1DC},QvhjcYKzxY,510050OP.SH,715006000,1M,12.8100,Linear,Wind,20250715,2025-07-15,0
{7A3C27B4-184A-4771-9212-22D2D48923F6},QvhjcYKzxY,510050OP.SH,715002000,3M,21.9400,Spline,Wind,20250715,2025-07-15,0
{7B5CDEEA-FA28-458F-B18A-56C977BE42AD},QvhjcYKzxY,510050OP.SH,715011000,6M,19.9900,Heston,Wind,20250715,2025-07-15,0
{7CBBC548-FB90-4977-A598-58A89A4D001B},QvhjcYKzxY,510050OP.SH,715010000,1M,20.9700,Spline,Wind,20250715,2025-07-15,0
{7CCD5D57-45FF-4F37-A2F5-FAF9BB20C6A6},QvhjcYKzxY,510050OP.SH,715011000,9M,16.7400,Linear,Wind,20250715,2025-07-15,0
{7E33C2FB-5FEA-40E2-8164-398BFA12A195},QvhjcYKzxY,510050OP.SH,715306000,2M,14.7400,Spline,Wind,20250715,2025-07-15,0
{7E813A81-C20D-4D38-BDBA-76282B5DEFF8},QvhjcYKzxY,510050OP.SH,715005000,2M,13.9800,Spline,Wind,20250715,2025-07-15,0
