OBJECT_ID,S_INFO_WINDCODE,TRADE_DT,W_ANAL_UNDERLYINGIMPLIEDVOL,W_ANAL_DELTA,W_ANAL_THETA,W_ANAL_GAMMA,W_ANAL_VEGA,W_ANAL_RHO,SURGED_LIMIT,DECLINE_LIMIT,OPDATE,OPMODE
{2ACC59A5-9575-446A-A9CE-E31496A48C1D},10009334.SH,20250715,,-0.01200000,-0.06700000,0.32600000,0.01300000,-0.00100000,0.24360000,0.00010000,2025-07-16,1
{65EF23FB-593D-4FE3-A22A-A3511EBA6845},10009335.SH,20250715,,-0.02000000,-0.08800000,0.62200000,0.02100000,-0.00100000,0.25360000,0.00010000,2025-07-16,1
{6676B9D2-B5E0-4B0F-87AC-F18B177EC164},10009336.SH,20250715,,-0.05800000,-0.17800000,1.65700000,0.04900000,-0.00400000,0.26520000,0.00010000,2025-07-16,1
{D7B85642-59E7-4069-9B91-BE31338BC8A3},10009337.SH,20250715,,-0.16000000,-0.30900000,4.17500000,0.10300000,-0.01000000,0.27810000,0.00010000,2025-07-16,1
{ED8F4981-E28A-40A6-BB87-F477642B7AC4},10009338.SH,20250715,,-0.44800000,-0.46800000,7.04700000,0.16700000,-0.02800000,0.29980000,0.00010000,2025-07-16,1
{D8CB9F27-BE18-46B6-AB25-071FD344B92E},10009339.SH,20250715,,-0.73800000,-0.42600000,4.93700000,0.13800000,-0.04700000,0.33200000,0.00010000,2025-07-16,1
{09EAD71A-D5EE-483E-A1D9-8CDA1E065569},10009340.SH,20250715,,-0.88800000,-0.24600000,2.55400000,0.08000000,-0.05800000,0.37220000,0.00010000,2025-07-16,1
{39022724-D9AE-4F9E-B4C8-A75AE9652342},10009491.SH,20250715,,0.04700000,-0.18900000,1.18900000,0.04200000,0.00300000,0.27710000,0.00010000,2025-07-16,1
{16ED8635-414D-4FF6-BD12-85895AAE26FB},10009492.SH,20250715,,-0.91600000,-0.27000000,1.54000000,0.06500000,-0.06100000,0.41990000,0.00010000,2025-07-16,1
{1C3BFF3C-9514-43B0-9900-3219EB3C6EA7},10009493.SH,20250715,,0.02600000,-0.16500000,0.50700000,0.02500000,0.00200000,0.26590000,0.00010000,2025-07-16,1
{B4B8D0C4-7FE6-430F-BEC2-3686A7F5DD8F},10009494.SH,20250715,,-0.94600000,-0.27400000,0.77000000,0.04700000,-0.06500000,0.51790000,0.00010000,2025-07-16,1
{4009F139-6C07-4931-9471-B1B264ED667C},10009495.SH,20250715,,0.16900000,-0.15600000,1.14800000,0.31700000,0.09000000,0.28750000,0.00010000,2025-07-16,1
{8698AA15-8AD9-42DD-985D-E51DE49E3F2C},10009496.SH,20250715,,-0.78500000,-0.12400000,1.11500000,0.36800000,-0.48600000,0.53570000,0.00010000,2025-07-16,1
{695FFAAE-EB9E-435F-8798-31A44FD222DC},10009497.SH,20250715,,0.27100000,-0.13300000,1.10700000,0.63000000,0.32300000,0.31580000,0.00010000,2025-07-16,1
{3DBDC5BA-A6EF-4A1B-B1FE-19E3CB0A9BCC},10009498.SH,20250715,,-0.68000000,-0.08500000,0.96200000,0.68000000,-0.98500000,0.55560000,0.00010000,2025-07-16,1
{438EA38A-2A01-4491-B856-E8B1CB301094},10009509.SH,20250715,,1.00000000,-0.07700000,0E-8,0E-8,0.31100000,0.51420000,0.00010000,2025-07-16,1
{C0044463-7507-4041-9FFD-6209C46412B1},10009510.SH,20250715,,0.96700000,-0.10500000,0.79900000,0.07300000,0.30600000,0.46660000,0.00010000,2025-07-16,1
{89D0CC1D-24B5-43C9-B55A-7DA2DF18B562},10009511.SH,20250715,,0.84600000,-0.18500000,2.02900000,0.23200000,0.27000000,0.42440000,0.00010000,2025-07-16,1
{C55EE844-9B29-46B7-9D73-784D61E48871},10009512.SH,20250715,,0.71000000,-0.23500000,2.78300000,0.33600000,0.22800000,0.38790000,0.00010000,2025-07-16,1
{4424CF2E-24D2-4E5E-BFC8-70B4928A8526},10009513.SH,20250715,,0.55600000,-0.25500000,3.15100000,0.38700000,0.18000000,0.35750000,0.00010000,2025-07-16,1
{0F9DAB92-4572-4401-9102-1F109AD503D5},10009514.SH,20250715,,0.40400000,-0.24800000,2.95600000,0.38000000,0.13200000,0.33080000,0.00010000,2025-07-16,1
{429395F9-07E2-4058-BA4C-86E8E2311C38},10009515.SH,20250715,,0.28300000,-0.22300000,2.42300000,0.33100000,0.09200000,0.30980000,0.00010000,2025-07-16,1
{E0CD8893-C4D1-4BB9-B27B-5920A3B62315},10009516.SH,20250715,,0.19400000,-0.18900000,1.85700000,0.26900000,0.06300000,0.29540000,0.00010000,2025-07-16,1
{F51521AA-7586-4115-ABD5-49750EF9776A},10009517.SH,20250715,,0.09200000,-0.12400000,0.99600000,0.16200000,0.03000000,0.27470000,0.00010000,2025-07-16,1
{1377D4C1-2A39-4B76-B1F9-5B4F18AF8F78},10009518.SH,20250715,,-0.07300000,-0.08500000,0.88700000,0.13500000,-0.02500000,0.24900000,0.00010000,2025-07-16,1
{A49AF566-ADEA-4D08-BC0C-EDBD3FB35272},10009519.SH,20250715,,-0.11800000,-0.11300000,1.35600000,0.19400000,-0.04100000,0.26260000,0.00010000,2025-07-16,1
{DA5C0D6E-DC4F-4694-BE6C-BFE39D339FC5},10009520.SH,20250715,,-0.19800000,-0.15000000,1.96400000,0.27200000,-0.06800000,0.27930000,0.00010000,2025-07-16,1
{618C954A-261A-419E-ACA4-B5AD6CD2B4BC},10009521.SH,20250715,,-0.31300000,-0.18600000,2.50500000,0.34700000,-0.10900000,0.30170000,0.00010000,2025-07-16,1
{734C399A-1D46-4282-8568-FBC44DF68BC9},10009522.SH,20250715,,-0.44900000,-0.20100000,2.76900000,0.38800000,-0.15700000,0.33110000,0.00010000,2025-07-16,1
{26875541-942A-4727-8E34-C11616CA8258},10009523.SH,20250715,,-0.58100000,-0.19900000,2.59600000,0.38300000,-0.20500000,0.36220000,0.00010000,2025-07-16,1
{D59C863D-CDD2-4943-966E-BABCACB87C64},10009524.SH,20250715,,-0.69400000,-0.17200000,2.24000000,0.34400000,-0.24700000,0.39630000,0.00010000,2025-07-16,1
{18AB73D4-FCAC-4789-8541-2DF39BF73BFD},10009525.SH,20250715,,-0.77200000,-0.14800000,1.78100000,0.29600000,-0.27800000,0.43590000,0.00010000,2025-07-16,1
{F482471D-7950-4F55-9EEE-9A1E8A075054},10009526.SH,20250715,,-0.85600000,-0.11800000,1.10600000,0.22200000,-0.31700000,0.52370000,0.00010000,2025-07-16,1
{191FADC5-5F7F-4F1D-9BFE-DE868F44A71A},10009599.SH,20250715,,1.00000000,-0.07600000,0E-8,0E-8,0.30500000,0.56230000,0.00010000,2025-07-16,1
{D4F5038A-C5E7-4C73-BFF6-7120E8EE3D9A},10009600.SH,20250715,,-0.04800000,-0.06700000,0.58700000,0.09700000,-0.01600000,0.23690000,0.00010000,2025-07-16,1
