OBJECT_ID,S_INFO_WINDCODE,TRADE_DT,W_ANAL_UNDERLYINGIMPLIEDVOL,THEORE_PRICE,W_ANAL_DELTA,W_ANAL_THETA,W_ANAL_GAMMA,W_ANAL_VEGA,W_ANAL_RHO,OPDATE,OPMODE
{A422C5DA-45C0-4437-8DE8-98DAD2170EF8},10008808.SH,20250715,0.15180000,0.02280000,-0.19900000,-0.00050000,1.40390000,0.00360000,0E-8,2025-07-15,0
{BCFCEDEA-2941-4EDB-A439-4763E8B1EF21},10008809.SH,20250715,0.14780000,0.03410000,-0.27590000,-0.00060000,1.72500000,0.00440000,-0.00010000,2025-07-15,0
{F23AFD33-0009-46FA-8E65-7BC4A3458F0B},10008810.SH,20250715,0.14700000,0.05110000,-0.37050000,-0.00070000,1.95950000,0.00490000,-0.00010000,2025-07-15,0
{BC928D0F-BC3B-4F53-A600-196927BB3755},10008885.SH,20250715,0.14690000,0.07960000,0.52520000,-0.00070000,2.06470000,0.00520000,-0.00020000,2025-07-15,0
{340DEB87-3BA2-4D0E-ACC0-86EC78EDAC33},10008886.SH,20250715,0.14670000,0.07350000,-0.47360000,-0.00070000,2.06840000,0.00520000,-0.00020000,2025-07-15,0
{7DA17275-3631-4ED0-94DC-EB6F93C08DB3},10008895.SH,20250715,0.14860000,0.05800000,0.42350000,-0.00070000,2.00870000,0.00510000,-0.00010000,2025-07-15,0
{168ED672-23A3-4884-9F75-C1D6852E20B7},10008896.SH,20250715,0.14940000,0.10210000,-0.57300000,-0.00070000,1.99920000,0.00510000,-0.00020000,2025-07-15,0
{9F924A3A-DB05-4100-8D65-13D737F97A6A},10008905.SH,20250715,0.15390000,0.04310000,0.33550000,-0.00070000,1.80700000,0.00480000,-0.00010000,2025-07-15,0
{450A201A-E6CD-4A23-AFDC-46A687CE75D7},10008906.SH,20250715,0.15320000,0.13660000,-0.66360000,-0.00070000,1.81050000,0.00480000,-0.00030000,2025-07-15,0
{FC4A52AE-415D-47C2-8F34-23059E2D642C},10009039.SH,20250715,0.15980000,0.03200000,0.26200000,-0.00070000,1.55540000,0.00430000,-0.00010000,2025-07-15,0
{006763A5-9B9E-415E-894F-B6B8049BE36B},10009040.SH,20250715,0.15790000,0.17420000,-0.73670000,-0.00060000,1.56820000,0.00420000,-0.00040000,2025-07-15,0
{F71C8ED3-EDA6-41A1-BD27-F9DC03037171},10009163.SH,20250715,0.22920000,0.50750000,0.96900000,-0.00020000,0.21480000,0.00080000,-0.00110000,2025-07-15,0
{F88FA7C4-61C2-4287-BABA-6EB32D6C7DDA},10009164.SH,20250715,0.22990000,0.00340000,-0.02830000,-0.00020000,0.21560000,0.00080000,0E-8,2025-07-15,0
{62A678BF-939A-49C5-AC09-3DB27D941595},10009217.SH,20250715,0.16820000,0.38400000,0.89350000,-0.00020000,0.54040000,0.00340000,-0.00170000,2025-07-15,0
{FE172AF3-3865-4FB8-89F1-EF0CF9EE39E5},10009218.SH,20250715,0.16790000,0.33650000,0.85560000,-0.00030000,0.67940000,0.00420000,-0.00150000,2025-07-15,0
{020C1E45-34BB-4ABE-B35C-79F63D70B759},10009219.SH,20250715,0.15800000,0.29500000,0.83120000,-0.00030000,0.80450000,0.00470000,-0.00130000,2025-07-15,0
{7CD35BAC-7E7D-4539-A296-E672343F9B60},10009220.SH,20250715,0.16320000,0.25900000,0.77670000,-0.00040000,0.92950000,0.00570000,-0.00120000,2025-07-15,0
{B388D672-C0E1-4082-9569-6F58FDBD51C6},10009221.SH,20250715,0.16090000,0.22300000,0.72790000,-0.00040000,1.05200000,0.00630000,-0.00100000,2025-07-15,0
{1120E57E-8EBD-4485-A891-AC0D2FE132CF},10009222.SH,20250715,0.15850000,0.18780000,0.67080000,-0.00050000,1.16830000,0.00690000,-0.00090000,2025-07-15,0
{D3B7A9E6-AA0A-449C-8900-DE0F0386782D},10009223.SH,20250715,0.15810000,0.15880000,0.61110000,-0.00050000,1.24320000,0.00730000,-0.00070000,2025-07-15,0
{798BEA9F-E234-4A7F-BB3A-CC298F71183A},10009224.SH,20250715,0.15630000,0.12920000,0.54350000,-0.00050000,1.30440000,0.00760000,-0.00060000,2025-07-15,0
{E505F907-33E3-482B-85A2-49971A038831},10009225.SH,20250715,0.15970000,0.10800000,0.47840000,-0.00050000,1.28450000,0.00760000,-0.00050000,2025-07-15,0
{F5698D09-CEF9-433F-A03A-E3FE3BEF7785},10009226.SH,20250715,0.16960000,0.01680000,-0.10260000,-0.00030000,0.54550000,0.00340000,-0.00010000,2025-07-15,0
{9FDFCB26-1244-4081-A52F-0A51B91D449E},10009227.SH,20250715,0.16530000,0.02220000,-0.13170000,-0.00030000,0.66750000,0.00410000,-0.00010000,2025-07-15,0
{67D9660A-F236-4324-997C-49EE4F58E98E},10009228.SH,20250715,0.16210000,0.02960000,-0.16830000,-0.00040000,0.80160000,0.00480000,-0.00010000,2025-07-15,0
{C070290C-62C2-4735-962C-053FD23AAB48},10009229.SH,20250715,0.16030000,0.03970000,-0.21350000,-0.00040000,0.93790000,0.00560000,-0.00020000,2025-07-15,0
{37923FEC-9B7B-4D6D-ADA1-02AD87376B4F},10009230.SH,20250715,0.16020000,0.05340000,-0.26720000,-0.00050000,1.06000000,0.00630000,-0.00020000,2025-07-15,0
{982D59CC-7C77-46FE-B44E-693E45B478A7},10009231.SH,20250715,0.15920000,0.06900000,-0.32350000,-0.00050000,1.16420000,0.00690000,-0.00030000,2025-07-15,0
{3ECFDFD0-A135-4626-A945-E50698576C8E},10009232.SH,20250715,0.15840000,0.08890000,-0.38790000,-0.00050000,1.24800000,0.00740000,-0.00040000,2025-07-15,0
{6B0CABB7-A88C-4D52-93F4-EAD5B367921D},10009233.SH,20250715,0.15630000,0.11020000,-0.45180000,-0.00050000,1.30560000,0.00760000,-0.00050000,2025-07-15,0
{D6FE9885-DFA8-446D-BD5F-D4D337D9F918},10009234.SH,20250715,0.15910000,0.13790000,-0.51420000,-0.00050000,1.28890000,0.00770000,-0.00060000,2025-07-15,0
{693C05D1-C0BE-46DB-B177-FBB430B99376},10009311.SH,20250715,0.16100000,0.09020000,0.42120000,-0.00050000,1.25020000,0.00750000,-0.00040000,2025-07-15,0
{93508720-3E3E-4ABA-BC47-18D30A7E366B},10009312.SH,20250715,0.16090000,0.16800000,-0.57400000,-0.00050000,1.25030000,0.00750000,-0.00080000,2025-07-15,0
{258DACFB-0C5D-4F58-86AA-C06A86BFDCEF},10009317.SH,20250715,0.16260000,0.07250000,0.35950000,-0.00050000,1.18680000,0.00720000,-0.00030000,2025-07-15,0
{ED408AB2-F263-44DA-AFE8-6C93E0EDEDD4},10009318.SH,20250715,0.16160000,0.20040000,-0.63210000,-0.00050000,1.19500000,0.00720000,-0.00090000,2025-07-15,0
{67852DD5-A9EE-4D6C-BB27-BA00004EDAE9},10009323.SH,20250715,0.33700000,0.30770000,0.98330000,-0.00050000,0.26430000,0.00020000,-0.00010000,2025-07-15,0
{1987F700-FCB0-411B-AC19-D25E288609B2},10009324.SH,20250715,0.23640000,0.25590000,0.99410000,-0.00010000,0.14910000,0.00010000,-0.00010000,2025-07-15,0
{897C62D1-650F-463D-9730-E5679B203CAD},10009325.SH,20250715,0.21690000,0.20550000,0.98580000,-0.00030000,0.36290000,0.00020000,-0.00010000,2025-07-15,0
{D94479D2-F7D7-4A29-BDE2-44B9720C8B4D},10009326.SH,20250715,0.17300000,0.15580000,0.98030000,-0.00030000,0.60510000,0.00020000,0E-8,2025-07-15,0
{3D20DA4D-F626-4979-9FC8-040B448FB6C5},10009327.SH,20250715,0.16060000,0.10720000,0.93280000,-0.00080000,1.79960000,0.00060000,0E-8,2025-07-15,0
{CBF1D63E-15DA-4C61-858C-C0456C0E9911},10009328.SH,20250715,0.13330000,0.06070000,0.82640000,-0.00130000,4.28400000,0.00110000,0E-8,2025-07-15,0
{FBD3818D-32B3-4D25-8653-50933ECC4D2A},10009329.SH,20250715,0.12230000,0.02450000,0.54070000,-0.00180000,7.23210000,0.00180000,0E-8,2025-07-15,0
{A12A2A4D-82C3-4884-BA7D-ABB85999EA8D},10009330.SH,20250715,0.13790000,0.00860000,0.23890000,-0.00160000,5.01320000,0.00140000,0E-8,2025-07-15,0
{14A8EE74-7339-440D-9F4F-9533AAB423BB},10009331.SH,20250715,0.16360000,0.00360000,0.10390000,-0.00110000,2.45930000,0.00080000,0E-8,2025-07-15,0
{0D54C85F-02B2-46EF-BF90-BCDAFEC10591},10009332.SH,20250715,0.29430000,0.00030000,-0.00690000,-0.00020000,0.14510000,0.00010000,0E-8,2025-07-15,0
{548B9B35-DEFF-40E7-ABCC-8417157E47FC},10009333.SH,20250715,0.24910000,0.00030000,-0.00800000,-0.00020000,0.19570000,0.00010000,0E-8,2025-07-15,0
{394DFDC4-D873-4E82-BBB5-3C70805A661A},10009334.SH,20250715,0.21170000,0.00040000,-0.01200000,-0.00020000,0.32840000,0.00010000,0E-8,2025-07-15,0
{5639DFCC-EFD1-4688-B5B6-62D02EC54B24},10009335.SH,20250715,0.17910000,0.00070000,-0.02310000,-0.00040000,0.67900000,0.00020000,0E-8,2025-07-15,0
{91915FCB-572D-409B-920C-81D1AE43B2D6},10009336.SH,20250715,0.15460000,0.00180000,-0.05980000,-0.00070000,1.71280000,0.00050000,0E-8,2025-07-15,0
{741B6C03-2E4A-45FC-84F4-CACBF8DE03BB},10009337.SH,20250715,0.12780000,0.00500000,-0.16330000,-0.00120000,4.30140000,0.00110000,0E-8,2025-07-15,0
{1B566E2C-A4AF-4609-BC05-C05059EAD37D},10009338.SH,20250715,0.12110000,0.01920000,-0.45860000,-0.00180000,7.29920000,0.00180000,0E-8,2025-07-15,0
{0F813600-818F-476E-BE8E-1F6BBC6D63B3},10009339.SH,20250715,0.13870000,0.05360000,-0.75940000,-0.00160000,4.99870000,0.00140000,0E-8,2025-07-15,0
{DC6351C8-9465-4745-98F0-10B9F33D9E47},10009340.SH,20250715,0.14650000,0.09720000,-0.92030000,-0.00080000,2.24830000,0.00070000,0E-8,2025-07-15,0
{BEB378FB-FE4F-403A-9FB0-398BAC81B90D},10009491.SH,20250715,0.18850000,0.00170000,0.04880000,-0.00070000,1.19630000,0.00050000,0E-8,2025-07-15,0
{8F49CDC4-82BF-469D-9A28-CD6C5BD6AEC3},10009492.SH,20250715,0.19920000,0.14690000,-0.94050000,-0.00090000,1.31690000,0.00050000,0E-8,2025-07-15,0
{8D49001B-2C29-46D6-BCD5-18A970986693},10009493.SH,20250715,0.26810000,0.00120000,0.02670000,-0.00060000,0.51280000,0.00030000,0E-8,2025-07-15,0
{1FFED934-B88D-45A8-9E29-39170FDF535B},10009494.SH,20250715,0.28320000,0.24630000,-0.96550000,-0.00080000,0.59490000,0.00030000,-0.00010000,2025-07-15,0
{DF8C6DF3-56C6-4344-82DC-83C139AE9283},10009495.SH,20250715,0.17690000,0.01960000,0.16540000,-0.00060000,1.07300000,0.00320000,0E-8,2025-07-15,0
{441D4E1B-EA2E-4CF7-A767-06AAABF7785B},10009496.SH,20250715,0.16310000,0.25850000,-0.85280000,-0.00050000,1.06360000,0.00300000,-0.00050000,2025-07-15,0
{B5AAA08A-47EF-4517-8055-1996F92BF6DD},10009497.SH,20250715,0.16660000,0.04790000,0.26010000,-0.00050000,1.00620000,0.00620000,-0.00020000,2025-07-15,0
{51373C8A-30A4-4675-A9B3-0F4EF66B9BCF},10009498.SH,20250715,0.16590000,0.27740000,-0.73370000,-0.00050000,1.00970000,0.00620000,-0.00130000,2025-07-15,0
{64471752-3AE1-464D-8CC6-4E104F30AD3A},10009509.SH,20250715,0.14340000,0.21220000,0.93170000,-0.00030000,0.88080000,0.00130000,-0.00030000,2025-07-15,0
{46FCC36B-600F-4372-A5B1-D5B9EEDCD6FC},10009510.SH,20250715,0.13630000,0.16580000,0.88190000,-0.00040000,1.40570000,0.00200000,-0.00020000,2025-07-15,0
{21A8CF4C-CD14-4540-A704-4BBBD08A1CBE},10009511.SH,20250715,0.13690000,0.12440000,0.78960000,-0.00060000,2.05240000,0.00290000,-0.00020000,2025-07-15,0
{05D4FC71-F754-4EC2-8465-4D7DC8A9DAA1},10009512.SH,20250715,0.13390000,0.08790000,0.67420000,-0.00080000,2.62710000,0.00370000,-0.00010000,2025-07-15,0
{21C9B7BA-3B1B-409D-9951-89C17288012C},10009513.SH,20250715,0.13280000,0.05810000,0.53270000,-0.00090000,2.92720000,0.00410000,-0.00010000,2025-07-15,0
{768BEB3C-FDC4-4B96-96B5-81838683F98B},10009514.SH,20250715,0.13620000,0.03730000,0.39080000,-0.00090000,2.75750000,0.00390000,0E-8,2025-07-15,0
{779932FD-0126-4F0B-B5C7-0E0F1C72AEE6},10009515.SH,20250715,0.14230000,0.02400000,0.27520000,-0.00080000,2.29510000,0.00340000,0E-8,2025-07-15,0
{2540745A-1972-4AC6-AFCE-13A6E307C5DB},10009516.SH,20250715,0.15080000,0.01590000,0.19180000,-0.00070000,1.77030000,0.00280000,0E-8,2025-07-15,0
{A5C20FFF-08E8-4CC3-AD5E-37D78B2FE917},10009517.SH,20250715,0.16790000,0.00720000,0.09240000,-0.00050000,0.96540000,0.00170000,0E-8,2025-07-15,0
{250DB6EA-0212-48B4-8030-CF51BFE9A329},10009518.SH,20250715,0.15030000,0.00530000,-0.07530000,-0.00040000,0.92460000,0.00140000,0E-8,2025-07-15,0
{8B243284-F51C-49F7-B18A-04105BC9384E},10009519.SH,20250715,0.13980000,0.00880000,-0.12210000,-0.00050000,1.41770000,0.00210000,0E-8,2025-07-15,0
{E23DF032-0DE7-4366-8B30-8D2EB2B30C41},10009520.SH,20250715,0.13490000,0.01620000,-0.20440000,-0.00060000,2.05730000,0.00290000,0E-8,2025-07-15,0
{7424CBF8-A344-43C9-9480-39A41E1F38E4},10009521.SH,20250715,0.13330000,0.02960000,-0.32420000,-0.00080000,2.63880000,0.00370000,0E-8,2025-07-15,0
{C0DD1E39-F442-4FD2-972C-D5D0AA61DBD8},10009522.SH,20250715,0.13330000,0.05010000,-0.46540000,-0.00090000,2.91440000,0.00410000,-0.00010000,2025-07-15,0
{BC8674A9-DC4E-4532-8604-D3CB9022F6E8},10009523.SH,20250715,0.13790000,0.07990000,-0.60590000,-0.00090000,2.72610000,0.00390000,-0.00010000,2025-07-15,0
{E77928E3-4F32-490C-9D20-626A49FC0BAA},10009524.SH,20250715,0.14040000,0.11490000,-0.72600000,-0.00080000,2.31380000,0.00340000,-0.00010000,2025-07-15,0
{27695F07-F4CE-45EE-8EA3-04C998EB8B0F},10009525.SH,20250715,0.14820000,0.15660000,-0.81110000,-0.00060000,1.77510000,0.00270000,-0.00020000,2025-07-15,0
{92465A4B-871D-4DD6-B752-4140DDE74991},10009526.SH,20250715,0.16870000,0.24920000,-0.90490000,-0.00040000,0.96760000,0.00170000,-0.00030000,2025-07-15,0
{17A9DA11-E3A8-457A-B6FD-137A9AA26DB5},10009599.SH,20250715,0.15220000,0.26010000,0.95970000,-0.00020000,0.53740000,0.00090000,-0.00030000,2025-07-15,0
{9D646F21-E487-486A-BB11-EF72C42DEB97},10009600.SH,20250715,0.16380000,0.00350000,-0.04900000,-0.00030000,0.60630000,0.00100000,0E-8,2025-07-15,0
